index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
2219,Propionibacterium phage PHL132N00,NC_027367.1,42,True,29.003,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2222,Propionibacterium phage PHL179M00,NC_027370.1,45,True,29.428,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2223,Propionibacterium phage Pacnes 2012-15,NC_027371.1,45,True,29.741,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2225,Propionibacterium phage PHL030N00,NC_027373.1,45,True,29.423,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2228,Propionibacterium phage PHL308M00,NC_027376.1,45,True,29.442,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2232,Propionibacterium phage PHL067M01,NC_027380.1,46,True,29.377,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2237,Propionibacterium phage PHL092M00,NC_027385.1,45,True,29.261,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2238,Propionibacterium phage PHL152M00,NC_027386.1,45,True,29.247,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2241,Propionibacterium phage PHL141N00,NC_027389.1,45,True,29.494,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2243,Propionibacterium phage PHL041M10,NC_027391.1,45,True,29.412,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2244,Propionibacterium phage PHL194M00,NC_027392.1,45,True,29.264,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2252,Propionibacterium phage PHL055N00,NC_027400.1,45,True,29.264,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2253,Propionibacterium phage PHL095N00,NC_027401.1,45,True,29.751,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2255,Propionibacterium phage PHL117M00,NC_027403.1,45,True,29.255,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2257,Propionibacterium phage PHL163M00,NC_027405.1,46,True,29.264,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2258,Propionibacterium phage MrAK,NC_027620.1,46,True,29.726,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2259,Propionibacterium phage Wizzo,NC_027621.1,44,True,29.463,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2260,Propionibacterium phage Stormborn,NC_027622.1,46,True,29.33,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2261,Propionibacterium phage Pirate,NC_027623.2,44,True,29.324,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2262,Propionibacterium phage SKKY,NC_027624.1,47,True,29.594,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2263,Propionibacterium phage Kubed,NC_027625.1,44,True,29.461,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2264,Propionibacterium phage Procrass1,NC_027626.1,45,True,29.347,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2265,Propionibacterium phage Solid,NC_027627.1,45,True,29.44,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2266,Propionibacterium phage Lauchelly,NC_027628.1,45,True,29.517,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2267,Propionibacterium phage Attacne,NC_027629.1,45,True,28.876,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2268,Propionibacterium phage Ouroboros,NC_027630.1,45,True,29.506,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2334,Propionibacterium phage PA1-14,NC_028694.1,45,True,29.407,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2535,Propionibacterium phage PAC1,NC_028967.1,42,True,29.605,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2695,Propionibacterium phage Moyashi,NC_031003.1,44,True,29.254,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2697,Propionibacterium phage QueenBey,NC_031005.2,43,True,29.338,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2772,Propionibacterium phage BruceLethal,NC_031084.1,44,True,29.249,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
2802,Propionibacterium phage Enoki,NC_031119.1,45,True,29.347,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
3019,Propionibacterium phage Keiki,NC_041954.1,45,True,29.339,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
3020,Propionibacterium phage PHL082M03,NC_041955.1,46,True,29.491,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
3021,Propionibacterium phage PHL117M01,NC_041956.1,46,True,29.422,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
3022,Propionibacterium phage PHL151N00,NC_041957.1,46,True,29.511,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pahexavirus,Pahexavirus,Fully clustered
134,Pseudomonas phage YS35,MF974178.1,172,True,93.296,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
185,Pseudomonas phage PaGz-1,MH791399.2,175,True,93.975,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
186,Pseudomonas phage PaZq-1,MH791408.2,169,True,94.315,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
267,Pseudomonas phage vB_PaeM_LCK69,MK138526.1,174,True,92.319,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
274,Pseudomonas phage Henu5,MK224498.1,145,True,92.558,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
285,Pseudomonas phage ITTPL,MK443264.1,177,True,92.73,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
329,Pseudomonas phage vB_PaM_EPA1,MN013356.1,171,True,91.394,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
374,Pseudomonas phage vB_PA45_GUMS,MN563785.1,175,True,92.467,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
545,Pseudomonas phage PhL_UNISO_PA-DSM_ph0034,MW526259.2,192,True,92.408,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1271,Pseudomonas phage PAK_P1,NC_015294.2,181,True,93.198,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1447,Pseudomonas phage JG004,NC_019450.1,161,True,93.017,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1534,Pseudomonas phage PaP1,NC_019913.1,167,True,91.715,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1539,Pseudomonas phage vB_PaeM_C2-10_Ab1,NC_019918.1,158,True,92.777,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1838,Pseudomonas phage PAK_P2,NC_022967.1,176,True,92.495,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1856,Pseudomonas phage PAK_P4,NC_022986.1,172,True,93.147,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2294,Pseudomonas phage C11,NC_028652.1,172,True,94.109,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2405,Pseudomonas phage K8,NC_028817.1,178,True,93.879,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2619,Pseudomonas phage PaoP5,NC_029083.1,173,True,93.464,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2656,Pseudomonas phage K5,NC_030910.1,178,True,93.754,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2763,Pseudomonas phage vB_PaeM_MAG1,NC_031073.1,174,True,94.555,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2793,Pseudomonas phage phiMK,NC_031110.1,172,True,93.129,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2970,Pseudomonas phage PA10,NC_041903.1,127,True,91.212,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
2971,Pseudomonas phage Zigelbrucke,NC_041904.1,171,True,92.338,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
3168,Pseudomonas phage vB_PaeM_C2-10_Ab02,NC_042113.1,175,True,93.848,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5146,Pseudomonas phage phipa10,OK539826.1,175,True,92.393,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5210,Pseudomonas phage vB_Paer_Ps12,OM870967.1,188,True,88.705,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5211,Pseudomonas phage vB_Paer_PsCh,OM870969.1,197,True,92.71,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5212,Pseudomonas phage vB_Paer_PsIn,OM870970.1,197,True,92.515,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5217,Pseudomonas phage EM,ON169972.1,193,True,94.775,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5227,Pseudomonas phage vB_Pae_Kat,ON361135.1,172,True,91.7,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5282,Pseudomonas phage pPA-3099-2aT.2,OP784575.1,198,True,93.031,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5284,Pseudomonas phage HJ01,OQ164637.1,173,True,92.114,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5286,Pseudomonas phage vB_PaeM_B55,OQ200059.1,172,True,91.901,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
5288,Pseudomonas phage 20Sep416,OQ319936.1,194,True,91.543,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pakpunavirus,Pakpunavirus,Fully clustered
1757,Mycobacterium phage Papyrus,NC_022053.1,100,True,70.657,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Papyrusvirus,Papyrusvirus,Fully clustered
3097,Mycobacterium phage Send513,NC_042033.1,98,True,71.547,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Papyrusvirus,Papyrusvirus,Fully clustered
3871,Serratia phage Parlo,NC_048758.1,87,True,62.853,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Parlovirus,Parlovirus,Fully clustered
1937,Mycobacterium phage Patience,NC_023691.1,110,True,70.506,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Patiencevirus,Patiencevirus,Fully clustered
170,Erwinia phage Pavtok,MH426726.1,62,True,61.401,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pavtokvirus,Pavtokvirus,Fully clustered
1332,Erwinia phage PEp14,NC_016767.1,64,True,60.714,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pavtokvirus,Pavtokvirus,Fully clustered
340,Pseudomonas phage vB_PaeM_PS119XW,MN103543.1,389,True,301.543,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pawinskivirus,Pawinskivirus,Fully clustered
929,Pseudomonas phage F8,NC_007810.1,91,True,66.015,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1104,Pseudomonas phage LBL3,NC_011165.1,88,True,64.427,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1105,Pseudomonas phage LMA2,NC_011166.1,94,True,66.53,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1142,Pseudomonas phage 14-1,NC_011703.1,90,True,66.235,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1143,Pseudomonas phage SN,NC_011756.1,92,True,66.39,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1146,Pseudomonas phage PB1,NC_011810.1,93,True,65.764,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1339,Pseudomonas phage JG024,NC_017674.1,93,True,66.275,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1448,Pseudomonas phage NH-4,NC_019451.1,94,True,66.116,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
1556,Pseudomonas phage KPP12,NC_019935.1,88,True,64.144,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2143,Pseudomonas phage vB_PaeM_PAO1_Ab27,NC_026586.1,93,True,66.299,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2156,Pseudomonas phage vB_PaeM_C1-14_Ab28,NC_026600.1,91,True,66.181,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2346,Pseudomonas phage DL60,NC_028745.1,89,True,66.103,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2511,Pseudomonas phage vB_Pae_PS44,NC_028939.1,97,True,68.871,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2538,Pseudomonas phage DL68,NC_028971.1,92,True,66.111,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2932,Pseudomonas phage phiKTN6,NC_041865.1,91,True,65.994,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2937,Pseudomonas phage vB_PaeM_CEB_DP1,NC_041870.1,92,True,66.158,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
2969,Pseudomonas phage PA5,NC_041902.1,101,True,66.182,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3134,Pseudomonas phage vB_PaeM_E217,NC_042079.1,94,True,66.291,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3135,Pseudomonas phage vB_PaeM_E215,NC_042080.1,95,True,66.789,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3740,Pseudomonas phage PA01,NC_048626.1,92,True,66.22,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3775,Pseudomonas phage R12,NC_048662.1,90,True,65.415,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3776,Pseudomonas phage R26,NC_048663.1,93,True,65.737,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3788,Pseudomonas phage BrSP1,NC_048675.1,94,True,66.189,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3789,Pseudomonas phage SL1,NC_048676.1,90,True,65.847,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3812,Pseudomonas phage vB_PaeM_LS1,NC_048699.1,93,True,66.095,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3857,Pseudomonas phage EPa61,NC_048744.1,92,True,65.905,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3858,Pseudomonas phage vB_PaeM_SCUT-S1,NC_048745.1,94,True,66.086,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
3919,Pseudomonas phage PA8P1,NC_048806.1,93,True,65.69,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
4277,Pseudomonas phage datas,NC_050143.1,89,True,60.746,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
4278,Pseudomonas phage Epa14,NC_050144.1,93,True,65.797,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
4279,Pseudomonas phage PaGU11,NC_050145.1,90,True,65.554,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
4280,Pseudomonas phage Epa7,NC_050146.1,94,True,65.629,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,nan,Pbunavirus,Pbunavirus,Fully clustered
