protein	scaffold	KO	AMG	KO name	KO evalue	KO score	KO v-score	Pfam	Pfam name	Pfam evalue	Pfam score	Pfam v-score	VOG	VOG name	VOG evalue	VOG score	VOG v-score
GCA_001047445___contig_7_fragment_6_353	GCA_001047445___contig_7_fragment_6	K01160		rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	6.100000000000001e-11	41.8	1.93	PF05866.11	Endodeoxyribonuclease RusA	6.299999999999999e-35	116.7	2.13	VOG00098	sp|Q9MCN8|RUSA_BPHK7 Crossover junction endodeoxyribonuclease rusA	4e-23	78.6	10.0
GCA_001047445___contig_7_fragment_6_354	GCA_001047445___contig_7_fragment_6												VOG10294	REFSEQ hypothetical protein	1.1e-43	144.6	0.96
GCA_001047445___contig_7_fragment_6_355	GCA_001047445___contig_7_fragment_6												VOG10295	REFSEQ hypothetical protein	1.0999999999999998e-92	305.8	1.02
GCA_001047445___contig_7_fragment_6_356	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_357	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_358	GCA_001047445___contig_7_fragment_6												VOG00065	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region	1.9999999999999997e-31	104.7	7.1
GCA_001047445___contig_7_fragment_6_359	GCA_001047445___contig_7_fragment_6												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	8.1e-23	77.4	9.06
GCA_001047445___contig_7_fragment_6_360	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_361	GCA_001047445___contig_7_fragment_6	K07474		xtmA; phage terminase small subunit	2.6e-30	105.4	2.24	PF03592.16	Terminase small subunit	1.2e-29	99.8	2.02	VOG02869	sp|P68928|TERS_BPSF6 Terminase small subunit	4.6e-29	98.5	6.92
GCA_001047445___contig_7_fragment_6_362	GCA_001047445___contig_7_fragment_6	K06909		xtmB; phage terminase large subunit	3.7e-19	68.2	4.5	PF04466.13	Phage terminase large subunit	5.4e-20	68.0	2.4					
GCA_001047445___contig_7_fragment_6_363	GCA_001047445___contig_7_fragment_6	K06909		xtmB; phage terminase large subunit	4e-17	61.5	4.5										
GCA_001047445___contig_7_fragment_6_364	GCA_001047445___contig_7_fragment_6	K06909		xtmB; phage terminase large subunit	1.2e-10	40.2	4.5	PF17288.2	Terminase RNAseH like domain	1.6e-17	60.6	1.0					
GCA_001047445___contig_7_fragment_6_365	GCA_001047445___contig_7_fragment_6							PF05133.14	"Phage portal protein, SPP1 Gp6-like"	4.299999999999999e-84	279.3	4.16	VOG00639	REFSEQ portal protein	2.8999999999999996e-143	474.1	1.77
GCA_001047445___contig_7_fragment_6_366	GCA_001047445___contig_7_fragment_6							PF06152.11	Phage minor capsid protein 2	8.5e-12	40.9	1.0	VOG01829	sp|Q04765|VSP1_BPLLH Structural protein	4.8e-12	41.8	1.8
GCA_001047445___contig_7_fragment_6_367	GCA_001047445___contig_7_fragment_6							PF06152.11	Phage minor capsid protein 2	1.6e-64	214.4	1.0	VOG01829	sp|Q04765|VSP1_BPLLH Structural protein	1.6999999999999996e-76	254.0	1.8
GCA_001047445___contig_7_fragment_6_368	GCA_001047445___contig_7_fragment_6							PF06810.11	Phage minor structural protein GP20	7e-14	48.2	1.0					
GCA_001047445___contig_7_fragment_6_369	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_370	GCA_001047445___contig_7_fragment_6												VOG00241	sp|P19727|CAPSB_BPT7 Minor capsid protein	1.1e-11	40.9	10.0
GCA_001047445___contig_7_fragment_6_371	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_372	GCA_001047445___contig_7_fragment_6												VOG00918	sp|Q04768|YG34_BPLLH Uncharacterized protein ORF4	7.6e-13	44.7	1.81
GCA_001047445___contig_7_fragment_6_373	GCA_001047445___contig_7_fragment_6							PF10665.9	Minor capsid protein	1.1e-14	50.8	1.0	VOG04818	sp|Q04769|YG35_BPLLH Uncharacterized protein ORF5	1.5e-27	92.4	1.38
GCA_001047445___contig_7_fragment_6_374	GCA_001047445___contig_7_fragment_6							PF11114.8	Minor capsid protein	2.5e-44	146.3	1.0	VOG01375	REFSEQ hypothetical protein	4.999999999999999e-32	106.4	1.61
GCA_001047445___contig_7_fragment_6_375	GCA_001047445___contig_7_fragment_6							PF12691.7	Minor capsid protein from bacteriophage	1.4000000000000002e-23	80.0	1.0	VOG00870	REFSEQ hypothetical protein	1.7e-30	101.7	1.4
GCA_001047445___contig_7_fragment_6_376	GCA_001047445___contig_7_fragment_6												VOG01483	REFSEQ major tail protein	4.7999999999999993e-23	78.3	2.05
GCA_001047445___contig_7_fragment_6_377	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_378	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_379	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_380	GCA_001047445___contig_7_fragment_6							PF06854.11	Bacteriophage Gp15 protein	1.9e-29	99.1	1.0	VOG10276	REFSEQ hypothetical protein	1.5e-31	105.8	1.57
GCA_001047445___contig_7_fragment_6_381	GCA_001047445___contig_7_fragment_6												VOG21220	REFSEQ phage tape measure protein	2.2e-42	141.4	0.47
GCA_001047445___contig_7_fragment_6_382	GCA_001047445___contig_7_fragment_6												VOG00183	REFSEQ hypothetical protein	1.9999999999999996e-63	210.1	2.6
GCA_001047445___contig_7_fragment_6_383	GCA_001047445___contig_7_fragment_6							PF05709.11	Phage tail protein	4.599999999999999e-36	120.8	3.63	VOG01075	REFSEQ hypothetical protein	7.4e-57	188.7	2.99
GCA_001047445___contig_7_fragment_6_384	GCA_001047445___contig_7_fragment_6							PF06605.11	Prophage endopeptidase tail	3.4e-54	180.5	4.15	VOG00452	REFSEQ hypothetical protein	9.199999999999999e-55	182.7	1.98
GCA_001047445___contig_7_fragment_6_385	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_386	GCA_001047445___contig_7_fragment_6							PF10651.9	BppU N-terminal domain	8.4e-36	119.2	1.48	VOG18935	REFSEQ hypothetical protein	1.1e-36	122.8	0.23
GCA_001047445___contig_7_fragment_6_387	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_388	GCA_001047445___contig_7_fragment_6																
GCA_001047445___contig_7_fragment_6_389	GCA_001047445___contig_7_fragment_6							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	2.3e-18	62.2	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	6e-16	54.1	3.45
GCA_001047445___contig_7_fragment_6_390	GCA_001047445___contig_7_fragment_6							PF10779.9	Haemolysin XhlA	1.5999999999999999e-21	72.6	1.0	VOG00192	sp|O48470|HOL24_BPSPP Holin-like protein 24.1	9.2e-13	44.5	1.97
GCA_001047445___contig_7_fragment_6_391	GCA_001047445___contig_7_fragment_6							PF16938.5	Putative phage holin Dp-1	1.6e-32	107.8	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	8.5e-21	70.7	1.0
GCA_001047465___contig_10_fragment_1_12	GCA_001047465___contig_10_fragment_1												VOG14094	sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA	2.5e-14	49.6	1.24
GCA_001047465___contig_10_fragment_1_13	GCA_001047465___contig_10_fragment_1							PF10097.9	Predicted membrane protein (DUF2335)	1.5999999999999998e-14	49.9	0.02	VOG17718	REFSEQ hypothetical protein	1.6e-13	47.0	0.19
GCA_001047465___contig_10_fragment_1_14	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_15	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_16	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_17	GCA_001047465___contig_10_fragment_1	K07273		acm; lysozyme	3.4999999999999995e-55	186.7	1.23	PF16775.5	Target recognition domain of lytic exoenzyme	8e-48	157.3	0.44	VOG23273	REFSEQ endolysin	4.4e-28	94.1	1.07
GCA_001047465___contig_10_fragment_1_18	GCA_001047465___contig_10_fragment_1							PF16938.5	Putative phage holin Dp-1	1.3e-30	101.7	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	4e-19	65.3	1.0
GCA_001047465___contig_10_fragment_1_19	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_20	GCA_001047465___contig_10_fragment_1							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	2.8999999999999997e-17	58.7	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	4.7e-17	57.6	3.45
GCA_001047465___contig_10_fragment_1_21	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_22	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_23	GCA_001047465___contig_10_fragment_1							PF10651.9	BppU N-terminal domain	3.3e-35	117.2	1.48	VOG18935	REFSEQ hypothetical protein	2.0999999999999997e-35	118.6	0.23
GCA_001047465___contig_10_fragment_1_24	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_25	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_26	GCA_001047465___contig_10_fragment_1							PF06605.11	Prophage endopeptidase tail	2.8999999999999993e-43	144.5	4.15	VOG00452	REFSEQ hypothetical protein	7.099999999999999e-29	97.3	1.98
GCA_001047465___contig_10_fragment_1_27	GCA_001047465___contig_10_fragment_1							PF05709.11	Phage tail protein	4.899999999999999e-31	104.3	3.63	VOG01075	REFSEQ hypothetical protein	1.8e-36	121.8	2.99
GCA_001047465___contig_10_fragment_1_28	GCA_001047465___contig_10_fragment_1												VOG04056	REFSEQ hypothetical protein	3.4999999999999995e-66	219.9	0.58
GCA_001047465___contig_10_fragment_1_29	GCA_001047465___contig_10_fragment_1												VOG21220	REFSEQ phage tape measure protein	2.0999999999999995e-67	224.1	0.47
GCA_001047465___contig_10_fragment_1_30	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_31	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_32	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_33	GCA_001047465___contig_10_fragment_1							PF04630.12	Phage tail tube protein	1.7e-20	69.5	1.0	VOG01397	REFSEQ major tail protein	3.6000000000000003e-28	94.7	6.53
GCA_001047465___contig_10_fragment_1_34	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_35	GCA_001047465___contig_10_fragment_1												VOG03575	REFSEQ hypothetical protein	9.3e-23	77.0	1.72
GCA_001047465___contig_10_fragment_1_36	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_37	GCA_001047465___contig_10_fragment_1							PF05135.13	Phage gp6-like head-tail connector protein	2.8e-11	40.1	1.0	VOG00181	REFSEQ hypothetical protein	3.1999999999999996e-14	49.0	7.11
GCA_001047465___contig_10_fragment_1_38	GCA_001047465___contig_10_fragment_1							PF05065.13	Phage capsid family	2.9999999999999996e-24	82.1	5.12	VOG13487	REFSEQ major capsid L	1.7e-89	297.1	1.98
GCA_001047465___contig_10_fragment_1_39	GCA_001047465___contig_10_fragment_1	K06904		K06904; uncharacterized protein	1.2e-47	161.9	2.41	PF04586.17	Caudovirus prohead serine protease	4.9e-48	159.6	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	1.1999999999999998e-36	122.7	10.0
GCA_001047465___contig_10_fragment_1_40	GCA_001047465___contig_10_fragment_1							PF04860.12	Phage portal protein	6.6e-46	153.2	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	2e-34	115.8	10.0
GCA_001047465___contig_10_fragment_1_41	GCA_001047465___contig_10_fragment_1							PF03354.15	Phage Terminase	5.799999999999999e-43	143.3	2.87	VOG04497	REFSEQ putative terminase small subunit	5.4e-29	97.7	1.93
GCA_001047465___contig_10_fragment_1_42	GCA_001047465___contig_10_fragment_1												VOG04497	REFSEQ putative terminase small subunit	1.6e-33	112.4	1.93
GCA_001047465___contig_10_fragment_1_43	GCA_001047465___contig_10_fragment_1							PF05119.12	"Phage terminase, small subunit"	1.1000000000000002e-19	67.0	1.58	VOG00687	REFSEQ terminase small subunit	1.6e-26	89.2	8.56
GCA_001047465___contig_10_fragment_1_44	GCA_001047465___contig_10_fragment_1	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.9999999999999997e-12	45.6	0.95						VOG00962	REFSEQ hypothetical protein	1.5e-21	73.2	1.79
GCA_001047465___contig_10_fragment_1_45	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_46	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_47	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_48	GCA_001047465___contig_10_fragment_1												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	8.1e-23	77.4	9.06
GCA_001047465___contig_10_fragment_1_49	GCA_001047465___contig_10_fragment_1												VOG00065	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region	1.7e-30	101.7	7.1
GCA_001047465___contig_10_fragment_1_50	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_51	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_52	GCA_001047465___contig_10_fragment_1	K01160		rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	1.2e-12	47.3	1.93	PF05866.11	Endodeoxyribonuclease RusA	1.6999999999999999e-35	118.6	2.13	VOG00098	sp|Q9MCN8|RUSA_BPHK7 Crossover junction endodeoxyribonuclease rusA	8.7e-24	80.8	10.0
GCA_001047465___contig_10_fragment_1_53	GCA_001047465___contig_10_fragment_1	K03111		ssb; single-strand DNA-binding protein	1.2999999999999998e-43	149.2	4.34	PF00436.25	Single-strand binding protein family	8.300000000000001e-36	118.5	4.28	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein	7.4e-50	165.2	10.0
GCA_001047465___contig_10_fragment_1_54	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_55	GCA_001047465___contig_10_fragment_1							PF09681.10	N-terminal phage replisome organiser (Phage_rep_org_N)	4.0000000000000004e-24	81.2	1.0	VOG21431	REFSEQ hypothetical protein	7.2e-34	113.3	2.25
GCA_001047465___contig_10_fragment_1_56	GCA_001047465___contig_10_fragment_1							PF16784.5	Putative HNHc nuclease	1.4999999999999998e-37	125.4	0.55	VOG00232	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU	3.1999999999999997e-31	104.4	2.92
GCA_001047465___contig_10_fragment_1_57	GCA_001047465___contig_10_fragment_1							PF04404.12	ERF superfamily	1.7e-32	108.7	2.54	VOG09746	sp|P04892|ERF_BPP22 Essential recombination function protein	3.1999999999999997e-31	104.8	8.58
GCA_001047465___contig_10_fragment_1_58	GCA_001047465___contig_10_fragment_1							PF05565.11	Siphovirus Gp157	3.3e-46	153.5	1.0	VOG11084	REFSEQ hypothetical protein	3.5e-47	156.4	3.79
GCA_001047465___contig_10_fragment_1_59	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_60	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_61	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_62	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_63	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_64	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_65	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_66	GCA_001047465___contig_10_fragment_1	K07741		antB; anti-repressor protein	2.8999999999999996e-23	82.3	2.25	PF08346.12	AntA/AntB antirepressor	1.1e-13	47.9	0.31					
GCA_001047465___contig_10_fragment_1_67	GCA_001047465___contig_10_fragment_1												VOG14084	REFSEQ hypothetical protein	2.3e-27	91.5	0.48
GCA_001047465___contig_10_fragment_1_68	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_69	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_70	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_71	GCA_001047465___contig_10_fragment_1	K07741		antB; anti-repressor protein	3.1000000000000002e-21	75.6	2.25	PF02498.17	"BRO family, N-terminal domain"	3e-31	104.3	1.68	VOG10124	sp|O34449|YOQD_BACSU SPBc2 prophage-derived putative antirepressor protein YoqD	1.7e-41	138.8	7.43
GCA_001047465___contig_10_fragment_1_72	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_73	GCA_001047465___contig_10_fragment_1	K01356		lexA; repressor LexA [EC:3.4.21.88]	1.4000000000000002e-23	82.8	2.88	PF00717.23	Peptidase S24-like	2e-13	46.4	1.35	VOG20253	REFSEQ hypothetical protein	7e-29	96.8	0.66
GCA_001047465___contig_10_fragment_1_74	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_75	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_76	GCA_001047465___contig_10_fragment_1							PF09669.10	Phage regulatory protein Rha (Phage_pRha)	5.9e-29	96.8	1.83	VOG04616	sp|P21417|Y23K_BPP22 Uncharacterized 22.8 kDa protein in gp15-gp3 intergenic region	1.4e-27	93.1	0.49
GCA_001047465___contig_10_fragment_1_77	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_78	GCA_001047465___contig_10_fragment_1																
GCA_001047465___contig_10_fragment_1_79	GCA_001047465___contig_10_fragment_1	K22300		"dicA; HTH-type transcriptional regulator, cell division transcriptional repressor"	1.6e-16	59.5	2.08	PF01381.22	Helix-turn-helix	1.7e-11	40.4	5.99	VOG02771	sp|P03034|RPC1_LAMBD Repressor protein cI	3.1e-12	43.3	10.0
GCA_001047465___contig_10_fragment_1_80	GCA_001047465___contig_10_fragment_1	K14059		int; integrase	1.4999999999999997e-57	194.7	7.0	PF00589.22	Phage integrase family	9.5e-32	106.4	9.33	VOG00041	sp|O10330|VLF1_NPVOP Very late expression factor 1	9.899999999999999e-71	235.0	10.0
GCA_001047465___contig_10_fragment_1_81	GCA_001047465___contig_10_fragment_1	K02003		ABC.CD.A; putative ABC transport system ATP-binding protein	8.9e-76	254.7	0.01	PF00005.27	ABC transporter	4.2999999999999996e-33	111.0	0.13	VOG00385	sp|P03271|PKG1_ADE05 Packaging protein 1	2.6e-36	121.2	0.77
GCA_004001225___contig_1_fragment_6_789	GCA_004001225___contig_1_fragment_6												VOG14094	sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA	2.5e-14	49.6	1.24
GCA_004001225___contig_1_fragment_6_790	GCA_004001225___contig_1_fragment_6							PF10097.9	Predicted membrane protein (DUF2335)	1.5999999999999998e-14	49.9	0.02	VOG17718	REFSEQ hypothetical protein	1.6e-13	47.0	0.19
GCA_004001225___contig_1_fragment_6_791	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_792	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_793	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_794	GCA_004001225___contig_1_fragment_6	K07273		acm; lysozyme	3.4999999999999995e-55	186.7	1.23	PF16775.5	Target recognition domain of lytic exoenzyme	8e-48	157.3	0.44	VOG23273	REFSEQ endolysin	4.4e-28	94.1	1.07
GCA_004001225___contig_1_fragment_6_795	GCA_004001225___contig_1_fragment_6							PF16938.5	Putative phage holin Dp-1	1.3e-30	101.7	1.0	VOG01434	sp|O03978|HOLIN_BPDP1 Holin	4e-19	65.3	1.0
GCA_004001225___contig_1_fragment_6_796	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_797	GCA_004001225___contig_1_fragment_6							PF09693.10	Phage uncharacterised protein (Phage_XkdX)	2.8999999999999997e-17	58.7	1.0	VOG00146	sp|O31968|YOMP_BACSU SPBc2 prophage-derived uncharacterized protein YomP	4.7e-17	57.6	3.45
GCA_004001225___contig_1_fragment_6_798	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_799	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_800	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_801	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_802	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_803	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_804	GCA_004001225___contig_1_fragment_6							PF06605.11	Prophage endopeptidase tail	2.8999999999999993e-43	144.5	4.15	VOG00452	REFSEQ hypothetical protein	7.099999999999999e-29	97.3	1.98
GCA_004001225___contig_1_fragment_6_805	GCA_004001225___contig_1_fragment_6							PF05709.11	Phage tail protein	4.899999999999999e-31	104.3	3.63	VOG01075	REFSEQ hypothetical protein	1.8e-36	121.8	2.99
GCA_004001225___contig_1_fragment_6_806	GCA_004001225___contig_1_fragment_6												VOG04056	REFSEQ hypothetical protein	3.4999999999999995e-66	219.9	0.58
GCA_004001225___contig_1_fragment_6_807	GCA_004001225___contig_1_fragment_6												VOG21220	REFSEQ phage tape measure protein	5.799999999999999e-68	226.0	0.47
GCA_004001225___contig_1_fragment_6_808	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_809	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_810	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_811	GCA_004001225___contig_1_fragment_6							PF04630.12	Phage tail tube protein	1.7e-20	69.5	1.0	VOG01397	REFSEQ major tail protein	3.6000000000000003e-28	94.7	6.53
GCA_004001225___contig_1_fragment_6_812	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_813	GCA_004001225___contig_1_fragment_6												VOG03575	REFSEQ hypothetical protein	9.3e-23	77.0	1.72
GCA_004001225___contig_1_fragment_6_814	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_815	GCA_004001225___contig_1_fragment_6							PF05135.13	Phage gp6-like head-tail connector protein	2.5e-11	40.3	1.0	VOG00181	REFSEQ hypothetical protein	2.7999999999999997e-14	49.2	7.11
GCA_004001225___contig_1_fragment_6_816	GCA_004001225___contig_1_fragment_6							PF05065.13	Phage capsid family	2.9999999999999996e-24	82.1	5.12	VOG13487	REFSEQ major capsid L	1.7e-89	297.1	1.98
GCA_004001225___contig_1_fragment_6_817	GCA_004001225___contig_1_fragment_6	K06904		K06904; uncharacterized protein	1.2e-47	161.9	2.41	PF04586.17	Caudovirus prohead serine protease	4.9e-48	159.6	1.83	VOG03165	sp|Q6QGD7|PRO_BPT5 Prohead protease	1.1999999999999998e-36	122.7	10.0
GCA_004001225___contig_1_fragment_6_818	GCA_004001225___contig_1_fragment_6							PF04860.12	Phage portal protein	6.6e-46	153.2	4.78	VOG00236	sp|Q4Z9G3|PORTL_BPTWO Probable portal protein	2e-34	115.8	10.0
GCA_004001225___contig_1_fragment_6_819	GCA_004001225___contig_1_fragment_6							PF03354.15	Phage Terminase	2.6e-38	128.0	2.87	VOG09810	"sp|P17312|TERL_BPT4 Terminase, large subunit"	6.2000000000000004e-21	71.7	10.0
GCA_004001225___contig_1_fragment_6_820	GCA_004001225___contig_1_fragment_6												VOG04497	REFSEQ putative terminase small subunit	1.6e-33	112.4	1.93
GCA_004001225___contig_1_fragment_6_821	GCA_004001225___contig_1_fragment_6							PF05119.12	"Phage terminase, small subunit"	1.1000000000000002e-19	67.0	1.58	VOG00687	REFSEQ terminase small subunit	1.6e-26	89.2	8.56
GCA_004001225___contig_1_fragment_6_822	GCA_004001225___contig_1_fragment_6	K07451		mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	2.9999999999999997e-12	45.6	0.95						VOG00962	REFSEQ hypothetical protein	1.5e-21	73.2	1.79
GCA_004001225___contig_1_fragment_6_823	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_824	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_825	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_826	GCA_004001225___contig_1_fragment_6												VOG00188	sp|Q03182|RINA_BPPHA Transcriptional activator rinA	8.1e-23	77.4	9.06
GCA_004001225___contig_1_fragment_6_827	GCA_004001225___contig_1_fragment_6												VOG00065	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region	2.6e-31	104.3	7.1
GCA_004001225___contig_1_fragment_6_828	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_829	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_830	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_831	GCA_004001225___contig_1_fragment_6	K01160		rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	1.2e-12	47.3	1.93	PF05866.11	Endodeoxyribonuclease RusA	1.6999999999999999e-35	118.6	2.13	VOG00098	sp|Q9MCN8|RUSA_BPHK7 Crossover junction endodeoxyribonuclease rusA	8.7e-24	80.8	10.0
GCA_004001225___contig_1_fragment_6_832	GCA_004001225___contig_1_fragment_6	K03111		ssb; single-strand DNA-binding protein	1.2999999999999998e-43	149.2	4.34	PF00436.25	Single-strand binding protein family	8.300000000000001e-36	118.5	4.28	VOG00404	sp|P9WGD4|SSB_MYCTO Single-stranded DNA-binding protein	7.4e-50	165.2	10.0
GCA_004001225___contig_1_fragment_6_833	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_834	GCA_004001225___contig_1_fragment_6							PF09681.10	N-terminal phage replisome organiser (Phage_rep_org_N)	4.0000000000000004e-24	81.2	1.0	VOG21431	REFSEQ hypothetical protein	7.2e-34	113.3	2.25
GCA_004001225___contig_1_fragment_6_835	GCA_004001225___contig_1_fragment_6							PF16784.5	Putative HNHc nuclease	1.4999999999999998e-37	125.4	0.55	VOG00232	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU	3.1999999999999997e-31	104.4	2.92
GCA_004001225___contig_1_fragment_6_836	GCA_004001225___contig_1_fragment_6							PF04404.12	ERF superfamily	1.7e-32	108.7	2.54	VOG09746	sp|P04892|ERF_BPP22 Essential recombination function protein	3.1999999999999997e-31	104.8	8.58
GCA_004001225___contig_1_fragment_6_837	GCA_004001225___contig_1_fragment_6							PF05565.11	Siphovirus Gp157	3.3e-46	153.5	1.0	VOG11084	REFSEQ hypothetical protein	3.5e-47	156.4	3.79
GCA_004001225___contig_1_fragment_6_838	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_839	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_840	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_841	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_842	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_843	GCA_004001225___contig_1_fragment_6																
GCA_004001225___contig_1_fragment_6_844	GCA_004001225___contig_1_fragment_6																
