genome_id,Annotated,Proteins,Reference,Size (Kb),component (0.3),component size (0.3),Realm Reference (0.3),Realm Predictions (0.3),network (0.3),component (0.4),component size (0.4),Realm Reference (0.4),Realm Predictions (0.4),network (0.4),component (0.5),component size (0.5),Realm Reference (0.5),Realm Predictions (0.5),network (0.5),component (0.6),component size (0.6),Realm Reference (0.6),Realm Predictions (0.6),network (0.6),component (0.7),component size (0.7),Realm Reference (0.7),Realm Predictions (0.7),network (0.7),realm (prediction),realm (support),order (component),family (component),genus (component),subfamily (component)
NC_049343.1,,45,True,33.041,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,10,25
NC_049344.1,,54,True,37.583,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,9,25
NC_049345.1,,91,True,74.704,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,103,10.0,Duplodnaviria,Duplodnaviria,,144,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,80
NC_049346.1,,49,True,27.302,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049347.1,,53,True,30.674,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049348.1,,61,True,30.778,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049349.1,,57,True,30.961,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049350.1,,79,True,68.964,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,101,6.0,Duplodnaviria,Duplodnaviria,,141,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,79
NC_049351.1,,51,True,30.692,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049352.1,,55,True,31.945,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049353.1,,55,True,30.862,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049354.1,,49,True,28.349,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049355.1,,53,True,28.785,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049356.1,,52,True,28.811,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049357.1,,53,True,29.026,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049358.1,,57,True,30.811,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049359.1,,55,True,30.882,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049360.1,,54,True,31.033,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049361.1,,59,True,31.181,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049362.1,,59,True,31.375,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049363.1,,52,True,31.379,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049364.1,,58,True,31.495,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049365.1,,58,True,31.901,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049366.1,,55,True,32.15,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049367.1,,60,True,32.27,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049368.1,,59,True,32.682,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049369.1,,49,True,28.983,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049370.1,,53,True,30.116,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049371.1,,77,True,76.466,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,103,10.0,Duplodnaviria,Duplodnaviria,,144,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,4,80
NC_049372.1,,77,True,72.674,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,103,10.0,Duplodnaviria,Duplodnaviria,,144,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,7,80
NC_049373.1,,56,True,32.477,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049374.1,,59,True,32.393,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049375.1,,52,True,29.513,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049376.1,,57,True,30.446,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049377.1,,53,True,29.952,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049378.1,,210,True,157.458,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049379.1,,106,True,78.145,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,335,6.0,Duplodnaviria,Duplodnaviria,,444,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,4,83
NC_049380.1,,112,True,69.396,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,101,6.0,Duplodnaviria,Duplodnaviria,,141,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,1,79
NC_049381.1,,51,True,27.203,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049382.1,,219,True,157.665,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049383.1,,297,True,234.67,1,5018.0,Duplodnaviria,Duplodnaviria,,187,2.0,Duplodnaviria,Duplodnaviria,,350,2.0,Duplodnaviria,Duplodnaviria,,571,1.0,Duplodnaviria,Duplodnaviria,,770,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,28.0,165.0,0,2
NC_049384.1,,219,True,160.766,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049385.1,,43,True,31.342,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049386.1,,45,True,32.662,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049387.1,,44,True,32.118,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049388.1,,42,True,32.15,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049389.1,,44,True,31.128,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049390.1,,48,True,32.848,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,109,48.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,4,25
NC_049391.1,,56,True,37.1,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,8,136.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,251.0,9,25
NC_049392.1,,37,True,29.203,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,683,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,2,27
NC_049393.1,,41,True,30.597,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,683,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,1,27
NC_049394.1,,42,True,30.927,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,683,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,1,27
NC_049395.1,,43,True,30.584,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,683,6.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,1,27
NC_049396.1,,205,True,156.585,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,247,61.0,Duplodnaviria,Duplodnaviria,,327,59.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,212.0,3,93
NC_049397.1,,59,True,32.895,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049398.1,,47,True,28.721,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049399.1,,56,True,30.401,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049400.1,,52,True,30.989,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049401.1,,54,True,27.948,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049402.1,,60,True,32.458,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049403.1,,55,True,32.529,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049404.1,,61,True,30.926,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049405.1,,57,True,32.555,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049406.1,,48,True,31.819,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049407.1,,53,True,30.852,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049408.1,,53,True,31.014,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049409.1,,50,True,31.883,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049410.1,,46,True,28.917,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049411.1,,53,True,31.123,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049412.1,,54,True,31.508,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049413.1,,54,True,29.306,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049414.1,,47,True,26.874,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049415.1,,50,True,30.69,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049416.1,,52,True,29.953,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049417.1,,54,True,29.203,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049418.1,,54,True,30.072,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049419.1,,55,True,30.945,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049420.1,,54,True,29.557,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049421.1,,53,True,29.668,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049422.1,,53,True,30.339,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
NC_049423.1,,54,True,31.049,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,6,517.0,Duplodnaviria,Duplodnaviria,,165,97.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,13.0,75.0,1,38
